,zipcode,year,complaint_count,Nstabilized,Pstabilized
724,11378,2014,211,291,0.77807486631
725,11379,2010,178,1175,0.867158671587
726,11379,2011,136,1183,0.873062730627
727,11379,2012,112,1582,1.16752767528
728,11379,2013,178,1184,0.873800738007
729,11379,2014,108,1172,0.864944649446
730,11385,2010,1643,7670,0.79424251838
731,11385,2011,1684,7662,0.793414103759
732,11385,2012,1334,7858,0.813710261986
733,11385,2013,1360,7899,0.817955886921
734,11385,2014,1491,7710,0.798384591488
735,11411,2010,94,78,1.0
736,11411,2011,71,78,1.0
737,11411,2012,65,78,1.0
738,11411,2013,75,78,1.0
739,11411,2014,96,78,1.0
740,11412,2010,499,114,0.489270386266
741,11412,2011,448,114,0.489270386266
742,11412,2012,448,114,0.489270386266
743,11412,2013,456,217,0.931330472103
744,11412,2014,559,105,0.450643776824
745,11413,2010,555,96,0.732824427481
746,11413,2011,372,97,0.740458015267
747,11413,2012,394,97,0.740458015267
748,11413,2013,312,117,0.893129770992
749,11413,2014,369,117,0.893129770992
750,11414,2010,87,96,0.1426448737
751,11414,2011,119,79,0.117384843982
752,11414,2012,163,85,0.126300148588
753,11414,2013,91,94,0.139673105498
754,11414,2014,119,84,0.124814264487
755,11415,2010,478,3204,0.496282527881
756,11415,2011,352,3078,0.476765799257
757,11415,2012,415,3099,0.480018587361
758,11415,2013,371,3068,0.47521685254
759,11415,2014,810,2888,0.447335811648
760,11416,2010,386,135,0.658536585366
761,11416,2011,293,134,0.653658536585
762,11416,2012,202,177,0.863414634146
763,11416,2013,231,148,0.721951219512
764,11416,2014,222,129,0.629268292683
765,11417,2010,268,278,0.70202020202
766,11417,2011,288,272,0.686868686869
767,11417,2012,253,271,0.684343434343
768,11417,2013,228,275,0.694444444444
769,11417,2014,213,275,0.694444444444
770,11418,2010,610,1535,0.594500387297
771,11418,2011,569,1573,0.609217660728
772,11418,2012,428,1646,0.637490317583
773,11418,2013,342,1742,0.674670797831
774,11418,2014,446,1769,0.685127807901
775,11419,2010,762,417,0.870563674322
776,11419,2011,607,413,0.862212943633
777,11419,2012,400,427,0.891440501044
778,11419,2013,391,425,0.887265135699
779,11419,2014,473,407,0.849686847599
780,11420,2010,467,164,0.752293577982
781,11420,2011,440,163,0.747706422018
782,11420,2012,275,164,0.752293577982
783,11420,2013,228,161,0.738532110092
784,11420,2014,356,153,0.701834862385
785,11421,2010,585,1004,0.850847457627
786,11421,2011,492,1070,0.906779661017
787,11421,2012,420,1021,0.865254237288
788,11421,2013,318,1047,0.887288135593
789,11421,2014,456,1016,0.861016949153
790,11422,2010,320,18,0.225
791,11422,2011,295,17,0.2125
792,11422,2012,216,17,0.2125
793,11422,2013,188,17,0.2125
794,11422,2014,222,15,0.1875
795,11423,2010,554,1729,0.757668711656
796,11423,2011,572,1634,0.716038562664
797,11423,2012,295,1590,0.6967572305
798,11423,2013,370,1810,0.793163891323
799,11423,2014,409,1726,0.756354075372
800,11426,2010,29,273,0.291666666667
801,11426,2011,35,251,0.268162393162
802,11426,2012,27,222,0.237179487179
803,11426,2013,24,199,0.212606837607
804,11426,2014,17,282,0.301282051282
805,11427,2010,260,1620,0.909090909091
806,11427,2011,165,1569,0.880471380471
807,11427,2012,168,1627,0.913019079686
808,11427,2013,300,1620,0.909090909091
809,11427,2014,257,1619,0.908529741863
810,11428,2010,203,420,0.748663101604
811,11428,2011,199,409,0.729055258467
812,11428,2012,128,404,0.720142602496
813,11428,2013,129,412,0.73440285205
814,11428,2014,133,406,0.723707664884
815,11429,2010,253,182,0.87922705314
816,11429,2011,220,182,0.87922705314
817,11429,2012,187,182,0.87922705314
818,11429,2013,238,202,0.975845410628
819,11429,2014,237,202,0.975845410628
820,11432,2010,892,5955,0.623233908948
821,11432,2011,770,6353,0.664887493459
822,11432,2012,692,6367,0.666352694924
823,11432,2013,849,6222,0.651177394035
824,11432,2014,920,6451,0.675143903715
825,11433,2010,795,369,1.61842105263
826,11433,2011,627,382,1.67543859649
827,11433,2012,441,375,1.64473684211
828,11433,2013,437,382,1.67543859649
829,11433,2014,563,448,1.9649122807
830,11434,2010,838,460,0.858208955224
831,11434,2011,820,444,0.828358208955
832,11434,2012,587,444,0.828358208955
833,11434,2013,543,443,0.826492537313
834,11434,2014,664,443,0.826492537313
835,11435,2010,1048,5728,0.621460345015
836,11435,2011,799,5678,0.616035586416
837,11435,2012,509,5755,0.624389714658
838,11435,2013,670,5619,0.60963437127
839,11435,2014,772,5706,0.619073451231
840,11691,2010,1428,4432,0.660506706408
841,11691,2011,1349,4529,0.674962742176
842,11691,2012,1579,4969,0.740536512668
843,11691,2013,1177,5497,0.819225037258
844,11691,2014,1421,5920,0.882265275708
845,11692,2010,428,26,0.666666666667
846,11692,2011,400,26,0.666666666667
847,11692,2012,448,26,0.666666666667
848,11692,2013,298,26,0.666666666667
849,11692,2014,228,26,0.666666666667
850,11693,2010,142,79,0.576642335766
851,11693,2011,186,79,0.576642335766
852,11693,2012,200,98,0.715328467153
853,11693,2013,86,98,0.715328467153
854,11693,2014,127,98,0.715328467153
855,11694,2010,281,1136,0.680647094068
856,11694,2011,267,1190,0.713001797484
857,11694,2012,479,1223,0.732774116237
858,11694,2013,634,1163,0.696824445776
859,11694,2014,290,1178,0.705811863391
