FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,US,Region,Division,State (Census Code),State (FIPS),County,Census Tract,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Total Population,Total Population,Population Density (per sq. mile),Area (Land),Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More",Median household income (In 2013 Inflation Adjusted Dollars),Median household income (In 2013 Inflation Adjusted Dollars):,Median household income (In 2013 Inflation Adjusted Dollars): White Alone Householder,Median household income (In 2013 Inflation Adjusted Dollars): Black or African American Alone Householder,Median household income (In 2013 Inflation Adjusted Dollars): American Indian and Alaska Native Alone  Householder,Median household income (In 2013 Inflation Adjusted Dollars): Asian Alone,Median household income (In 2013 Inflation Adjusted Dollars): Native Hawaiian and Other Pacific Islander Alone  Householder,Median household income (In 2013 Inflation Adjusted Dollars): Some Other Race Alone Householder,Median household income (In 2013 Inflation Adjusted Dollars): Two or More Races Householder,Median household income (In 2013 Inflation Adjusted Dollars): Hispanic or Latino Householder,"Median household income (In 2013 Inflation Adjusted Dollars): White Alone Householder, not Hispanic or Latino",Average household income (In 2013 Inflation Adjusted Dollars),Median Family Income (In 2013 Inflation adjusted dollars),Average Family Income (In 2013 Inflation adjusted dollars),Median Nonfamily Household Income (In 2013 Inflation Adjusted Dollars),Average Nonfamily Income (In 2013 Inflation Adjusted Dollars),Median Income For Population 15 years and over:,Median Income For Population 15 years and over: Male,"Median Income For Population 15 years and over: Male: Worked full-time, year-round in the past 12 months",Median Income For Population 15 years and over: Male: Other,Median Income For Population 15 years and over: Female,"Median Income For Population 15 years and over: Female: Worked full-time, year-round in the past 12 months",Median Income For Population 15 years and over: Female: Other,Median Earnings:,Median Earnings: Less than high school graduate,Median Earnings: High school graduate (includes equivalency),Median Earnings: Some college or associate's degree,Median Earnings: Bachelor's degree,Median Earnings: Graduate or professional degree,Median Earnings: Male,Median Earnings: Male: Less than high school graduate,Median Earnings: Male: High school graduate (includes equivalency),Median Earnings: Male: Some college or associate's degree,Median Earnings: Male: Bachelor's degree,Median Earnings: Male: Graduate or professional degree,Median Earnings: Female,Median Earnings: Female: Less than high school graduate,Median Earnings: Female: High school graduate (includes equivalency),Median Earnings: Female: Some college or associate's degree,Median Earnings: Female: Bachelor's degree,Median Earnings: Female: Graduate or professional degree,Median Household Income Occupied housing units:,Median Household Income Occupied housing units: Owner occupied,Median Household Income Occupied housing units: Renter occupied,Percent change between Renter Occupied and Home Owner Occupied 2013,Households:,Households: With earnings,Households: No earnings,Households:,Households: With wage or salary income,Households: No wage or salary income,Households:,Households: With self-employment income,Households: No self-employment income,Households:,"Households: With interest, dividends, or net rental income","Households: No interest, dividends, or net rental income",Households:,Households: With Social Security income,Households: No Social Security income,Households:,Households: With Supplemental Security Income (SSI),Households: No Supplemental Security Income (SSI),Households:,Households: With public assistance income,Households: No public assistance income,Households:,Households: With retirement income,Households: No retirement income,Households:,Households: With Other types of income,Households: No Other types of income,Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars)
36005024501,"Census Tract 245.01, Bronx County, New York","Census Tract 245.01, Bronx County, New York",ny,140,0,ACSSF,3648,,,,,36,5,24501,14000US36005024501,,,111231,0,5130,5130,119450.9,0.042946531,1500,238,187,133,147,152,48,48,91,77,55,117,79,50,27,51,0,25922,25922,26000,47339,,,,23424,,24565,,40015,28615,40609,14971,33472,13517,17684,31875,9153,11896,25595,9075,22078,22955,14385,19009,38250,70536,25434,19539,22621,55625,71667,,19963,24545,12070,15732,26607,70536,25922,108478,25000,-0.769538524,1500,1317,183,1500,1258,242,1500,99,1401,1500,116,1384,1500,299,1201,1500,240,1260,1500,298,1202,1500,122,1378,1500,193,1307,12891,10553,17080,,,,10948,5937,10244,
36005013500,"Census Tract 135, Bronx County, New York","Census Tract 135, Bronx County, New York",ny,140,0,ACSSF,3551,,,,,36,5,13500,14000US36005013500,,,167405,0,3528,3528,54583.06,0.064635435,1201,288,146,160,126,37,119,26,66,17,47,72,38,14,9,30,6,20171,20171,73438,20538,,,,18396,33333,18542,,31557,22188,34899,18875,22325,15513,19702,28512,14395,11190,26875,8391,21923,18457,26968,16964,43155,4583,26518,20078,30766,22446,80625,,19327,11250,26528,8636,42560,3646,20171,79091,18413,-0.767192222,1201,766,435,1201,730,471,1201,55,1146,1201,46,1155,1201,413,788,1201,121,1080,1201,171,1030,1201,113,1088,1201,182,1019,11853,24560,12117,,,,8890,16977,9589,55592
36005038200,"Census Tract 382, Bronx County, New York","Census Tract 382, Bronx County, New York",ny,140,0,ACSSF,3745,,,,,36,5,38200,14000US36005038200,,,156934,0,2720,2720,44890,0.060592559,790,96,57,49,51,24,30,49,54,26,54,41,34,164,7,36,18,41990,41990,18750,58600,,,,20815,,19955,,60918,47250,64787,21250,32616,31094,32681,42303,11914,27368,36488,12394,36163,20054,28750,40160,50170,61328,47868,27500,33750,48088,51607,,34133,20054,25455,27371,38295,46250,41990,99792,23603,-0.763478034,790,618,172,790,618,172,790,9,781,790,139,651,790,152,638,790,48,742,790,94,696,790,104,686,790,71,719,19375,17225,21166,,,,14331,,14439,35768
36005003300,"Census Tract 33, Bronx County, New York","Census Tract 33, Bronx County, New York",ny,140,0,ACSSF,3486,,,,,36,5,3300,14000US36005003300,,,150723,0,3985,3985,68477.29,0.058194478,1156,232,160,156,167,45,59,61,70,13,70,51,48,16,8,0,0,20852,20852,25197,16458,,,,22125,,24274,,28510,22072,28896,13409,21607,12076,13886,29875,9502,11310,22528,9918,14955,10353,26161,21250,15710,,22656,9934,30625,20882,,,13083,10513,10286,21406,15398,,20852,80600,19865,-0.75353598,1156,816,340,1156,805,351,1156,53,1103,1156,26,1130,1156,237,919,1156,176,980,1156,117,1039,1156,90,1066,1156,204,952,9050,11424,7368,,,,8927,8044,9638,
36005023900,"Census Tract 239, Bronx County, New York","Census Tract 239, Bronx County, New York",ny,140,0,ACSSF,3643,,,,,36,5,23900,14000US36005023900,,,177025,0,8264,8264,120907.6,0.068349738,2515,593,376,244,133,75,252,23,103,54,117,155,263,104,23,0,0,21464,21464,16161,23319,,,,30603,13309,22134,20903,34671,21538,32805,16226,30208,14617,21234,26412,9433,10375,26783,8264,24777,16451,24361,29617,31406,34942,25787,18861,27122,31414,26821,33423,22460,14219,12946,28520,32396,41795,21464,79583,19623,-0.753427239,2515,1688,827,2515,1464,1051,2515,494,2021,2515,30,2485,2515,477,2038,2515,522,1993,2515,453,2062,2515,66,2449,2515,408,2107,11887,10412,12625,9977,32332,,11932,2166,10695,20451
36005013100,"Census Tract 131, Bronx County, New York","Census Tract 131, Bronx County, New York",ny,140,0,ACSSF,3548,,,,,36,5,13100,14000US36005013100,,,232208,0,5064,5064,56482.55,0.089656014,1583,342,135,174,81,100,84,23,35,53,158,142,146,50,6,54,0,28594,28594,22083,33306,,,,28565,28661,29444,4904,40316,32727,46749,12975,22136,17155,18160,28000,9487,16545,34301,8845,31362,19550,20556,33243,51050,47969,29438,33197,17852,41679,,,31563,15273,25598,31849,50450,47969,28594,86548,21453,-0.752125988,1583,1143,440,1583,1098,485,1583,119,1464,1583,49,1534,1583,270,1313,1583,337,1246,1583,140,1443,1583,59,1524,1583,125,1458,13871,16890,15077,,3112,,12758,8229,13379,19490
36005023703,"Census Tract 237.03, Bronx County, New York","Census Tract 237.03, Bronx County, New York",ny,140,0,ACSSF,3640,,,,,36,5,23703,14000US36005023703,,,100598,0,4989,4989,128446.4,0.038841107,1389,192,173,151,99,92,35,170,132,38,51,103,87,39,6,21,0,28641,28641,35946,38214,,,,25611,16902,25000,36111,36759,30040,36715,21023,29995,15556,20971,24964,7701,12873,30878,8734,20607,19583,19428,21190,35758,,24107,24172,40444,21806,26607,,15316,12386,9474,18860,35947,,28641,107596,27065,-0.748457192,1389,1254,135,1389,1178,211,1389,255,1134,1389,6,1383,1389,123,1266,1389,137,1252,1389,131,1258,1389,38,1351,1389,259,1130,11584,15668,17306,12857,11246,,9472,6232,9475,20964
36005006700,"Census Tract 67, Bronx County, New York","Census Tract 67, Bronx County, New York",ny,140,0,ACSSF,3512,,,,,36,5,6700,14000US36005006700,,,212430,0,7812,7812,95245.43,0.082019685,2333,700,330,191,165,91,149,124,23,19,134,186,96,105,0,20,0,19079,19079,26318,20667,,,,12565,28333,14403,,31148,20135,35290,11927,17953,14306,16447,20902,9767,12093,22399,8687,19483,16696,19093,32103,32386,,19741,20527,18309,18545,,,19329,13488,19415,37391,48618,,19079,70054,17635,-0.748265624,2333,1398,935,2333,1319,1014,2333,227,2106,2333,87,2246,2333,497,1836,2333,408,1925,2333,183,2150,2333,70,2263,2333,416,1917,10265,11547,11057,8683,,,9249,7674,8888,20223
36005008300,"Census Tract 83, Bronx County, New York","Census Tract 83, Bronx County, New York",ny,140,0,ACSSF,3525,,,,,36,5,8300,14000US36005008300,,,213933,0,5752,5752,69636.8,0.082599997,2012,559,249,261,64,79,100,163,84,105,56,155,59,57,12,0,9,18441,18441,36420,17054,,,,17101,12171,18824,,30369,27344,32896,10967,22936,14686,16235,32314,9415,12668,22370,9492,26875,20958,20511,42264,29545,41458,31054,24097,28535,43688,69943,,20156,17439,18421,26042,27917,,18441,66078,16789,-0.745921487,2012,1189,823,2012,1126,886,2012,63,1949,2012,0,2012,2012,506,1506,2012,411,1601,2012,155,1857,2012,157,1855,2012,252,1760,11516,18234,8684,,,,12203,7331,12129,61526
36005030100,"Census Tract 301, Bronx County, New York","Census Tract 301, Bronx County, New York",ny,140,0,ACSSF,3691,,,,,36,5,30100,14000US36005030100,,,144288,0,1406,1406,25237.88,0.055709911,545,79,37,13,10,3,20,21,9,14,9,24,72,59,66,45,64,81685,81685,88000,,,28333,,,,18558,103000,106668,137702,168281,39750,59258,46087,52670,88750,31875,43438,86667,11938,81385,,77639,52500,70500,96371,84211,,,53529,110250,102969,80507,,,50909,62222,95645,81685,137823,35341,-0.743576907,545,359,186,545,355,190,545,63,482,545,163,382,545,183,362,545,18,527,545,47,498,545,141,404,545,39,506,43243,48139,30005,,28506,,14524,,22925,50555
36005009000,"Census Tract 90, Bronx County, New York","Census Tract 90, Bronx County, New York",ny,140,0,ACSSF,3531,,,,,36,5,9000,14000US36005009000,,,970174,1171364,4058,4058,10833.29,0.374586292,1176,297,78,73,42,154,95,6,52,37,72,45,62,22,29,107,5,27910,27910,31354,16797,,66304,,28150,,29011,32260,46752,30739,53823,10795,21160,17196,20851,30245,9320,15512,35350,8627,29020,17303,31235,31636,58077,21607,21250,11902,32210,16549,,,31500,25054,20125,36370,64688,82222,27910,85656,21971,-0.743497245,1176,815,361,1176,815,361,1176,56,1120,1176,63,1113,1176,363,813,1176,267,909,1176,87,1089,1176,185,991,1176,128,1048,14985,14630,13068,,24755,,15663,,14062,30477
36005021502,"Census Tract 215.02, Bronx County, New York","Census Tract 215.02, Bronx County, New York",ny,140,0,ACSSF,3610,,,,,36,5,21502,14000US36005021502,,,155525,0,5987,5987,99702.67,0.060048541,1987,415,323,268,73,157,107,62,5,48,272,105,111,41,0,0,0,19421,19421,26750,31801,,,,16711,9432,17145,100139,30963,26181,34421,10332,20897,13267,15875,24038,10670,10928,34700,8839,16464,12477,20921,16854,29114,,16306,13730,30203,16500,50446,,16813,10000,16250,17841,29000,,19421,73600,18912,-0.743043478,1987,1504,483,1987,1338,649,1987,387,1600,1987,94,1893,1987,316,1671,1987,346,1641,1987,305,1682,1987,139,1848,1987,251,1736,11305,15348,14467,,,,9107,4334,9405,22149
36005041300,"Census Tract 413, Bronx County, New York","Census Tract 413, Bronx County, New York",ny,140,0,ACSSF,3777,,,,,36,5,41300,14000US36005041300,,,173763,0,6998,6998,104307.2,0.067090272,2845,444,273,195,240,147,177,111,129,53,94,242,363,228,32,49,68,33033,33033,28363,45300,,14750,,32033,72109,33779,26250,52319,32144,56285,32723,46067,23517,25140,39740,15863,19708,44063,9218,35333,19891,24815,32797,65603,68456,35885,22222,34550,34894,66908,85428,33438,19009,17287,30680,59881,64833,33033,120230,31353,-0.739224819,2845,2086,759,2845,2018,827,2845,183,2662,2845,141,2704,2845,542,2303,2845,252,2593,2845,152,2693,2845,173,2672,2845,208,2637,22811,28506,33360,,19481,,16819,36486,21091,18117
36005040702,"Census Tract 407.02, Bronx County, New York","Census Tract 407.02, Bronx County, New York",ny,140,0,ACSSF,3773,,,,,36,5,40702,14000US36005040702,,,181866,0,7041,7041,100272.2,0.070218858,2543,422,300,280,166,164,121,114,219,40,48,164,254,124,95,0,32,27290,27290,19149,31917,,27188,,31701,30313,25734,19688,41932,37885,48677,16280,29364,20615,22633,36394,9883,18523,35670,10287,26146,19551,27235,25901,40313,45556,26276,26303,24592,25283,31548,45787,25429,14403,30046,30583,44239,24479,27290,100238,26197,-0.738652008,2543,1671,872,2543,1639,904,2543,152,2391,2543,112,2431,2543,701,1842,2543,401,2142,2543,250,2293,2543,202,2341,2543,264,2279,15848,12132,19949,,44118,,14211,12811,14194,9928
36005007500,"Census Tract 75, Bronx County, New York","Census Tract 75, Bronx County, New York",ny,140,0,ACSSF,3520,,,,,36,5,7500,14000US36005007500,,,227858,0,4666,4666,53036.91,0.087976469,1756,315,267,183,213,80,182,132,22,22,72,64,121,46,18,12,7,21723,21723,19271,22109,,,,22470,25341,21699,,32978,25966,38270,16861,23264,14569,19254,34681,10809,12755,36138,9694,23190,16992,18958,31250,32232,49914,23844,32557,20350,33173,22634,,22138,15360,12204,24514,37098,50703,21723,74500,19573,-0.737275168,1756,1149,607,1756,1110,646,1756,110,1646,1756,48,1708,1756,558,1198,1756,334,1422,1756,168,1588,1756,247,1509,1756,175,1581,13589,14266,15123,,,,12939,5105,13278,9336
36005012701,"Census Tract 127.01, Bronx County, New York","Census Tract 127.01, Bronx County, New York",ny,140,0,ACSSF,3545,,,,,36,5,12701,14000US36005012701,,,107703,0,2266,2266,54491.64,0.041584363,797,198,110,60,77,23,53,37,98,26,8,55,29,10,13,0,0,21589,21589,38269,24408,,,,18466,,21480,40357,30353,33646,39037,9927,15058,13536,14547,22067,9586,12553,28603,8787,22036,15920,30429,30474,62750,,22589,16379,31724,23661,,,21689,15610,20000,31121,48750,,21589,75833,20130,-0.734548284,797,459,338,797,450,347,797,28,769,797,6,791,797,233,564,797,162,635,797,30,767,797,39,758,797,190,607,11848,14581,12032,,,,10453,8353,12245,10578
36005038900,"Census Tract 389, Bronx County, New York","Census Tract 389, Bronx County, New York",ny,140,0,ACSSF,3752,,,,,36,5,38900,14000US36005038900,,,173648,0,5083,5083,75813.77,0.06704587,1630,458,183,75,62,122,204,100,31,39,93,117,87,37,0,22,0,26171,26171,11268,30667,,,,30000,33583,32599,11250,31607,32988,38091,10938,21673,14038,15603,24026,6944,12490,31462,9148,22487,19390,14547,32551,32202,26250,22758,18506,17273,34000,85909,26591,22029,24917,13329,31875,,25625,26171,93088,25095,-0.73041638,1630,1093,537,1630,1062,568,1630,85,1545,1630,28,1602,1630,358,1272,1630,148,1482,1630,208,1422,1630,110,1520,1630,278,1352,10902,10297,13089,,18343,,10428,8738,10921,9363
36005006200,"Census Tract 62, Bronx County, New York","Census Tract 62, Bronx County, New York",ny,140,0,ACSSF,3508,,,,,36,5,6200,14000US36005006200,,,192959,0,7665,7665,102883.3,0.07450189,2344,408,271,263,219,222,194,93,86,26,121,128,136,117,60,0,0,25500,25500,20682,28513,,,,25444,28144,22721,,35602,30229,40515,11993,18657,15485,19329,30445,9514,13035,28039,9605,21659,14991,30253,18401,21667,43846,23950,22690,38536,18163,,31628,17333,12593,29417,18832,23558,62742,25500,89637,24191,-0.730122606,2344,1474,870,2344,1435,909,2344,150,2194,2344,75,2269,2344,647,1697,2344,462,1882,2344,176,2168,2344,148,2196,2344,258,2086,11840,16548,12549,,,,11729,6596,11106,
36005011502,"Census Tract 115.02, Bronx County, New York","Census Tract 115.02, Bronx County, New York",ny,140,0,ACSSF,3537,,,,,36,5,11502,14000US36005011502,,,342225,10037,4534,4534,34313.7,0.132133817,1389,351,181,130,136,101,58,90,38,16,130,91,46,13,8,0,0,21016,21016,19650,22257,,,,22344,12031,21555,,28450,24933,30884,13038,20147,12165,14620,30714,9304,10961,22383,8355,20000,15725,19318,25170,31354,36563,23654,21212,20543,35417,,,16450,6891,15962,17941,25735,,21016,71719,19700,-0.725316862,1389,1001,388,1389,969,420,1389,65,1324,1389,33,1356,1389,305,1084,1389,183,1206,1389,194,1195,1389,92,1297,1389,230,1159,9657,9505,11295,,4937,,7869,9001,9033,
36005003500,"Census Tract 35, Bronx County, New York","Census Tract 35, Bronx County, New York",ny,140,0,ACSSF,3487,,,,,36,5,3500,14000US36005003500,,,142005,0,3776,3776,68869.37,0.054828439,1289,282,160,145,67,92,164,51,23,41,109,74,58,10,13,0,0,24321,24321,55673,20898,,,,22607,15395,28902,,30034,29085,31711,13846,24867,12530,12797,22254,8924,12430,31557,9752,20417,16683,15694,27063,53313,51250,21010,20181,20057,26188,62788,,15893,14913,4375,30972,45833,,24321,79688,21992,-0.724023692,1289,864,425,1289,848,441,1289,82,1207,1289,25,1264,1289,379,910,1289,255,1034,1289,202,1087,1289,170,1119,1289,123,1166,11106,19871,11219,,,,8804,9048,12232,21317
36005005002,"Census Tract 50.02, Bronx County, New York","Census Tract 50.02, Bronx County, New York",ny,140,0,ACSSF,3499,,,,,36,5,5002,14000US36005005002,,,113901,0,5644,5644,128338.6,0.043977424,1656,239,151,170,87,133,71,68,86,153,213,94,83,32,18,58,0,32788,32788,19688,26917,,,,46667,12098,31611,,42451,39128,45115,19265,27329,15115,18615,27364,11112,11572,21350,9287,19712,17313,18424,26417,25625,27011,22090,18775,21023,46625,,26250,14859,15625,13802,18667,12679,,32788,110375,30806,-0.720896942,1656,1376,280,1656,1354,302,1656,82,1574,1656,37,1619,1656,242,1414,1656,206,1450,1656,146,1510,1656,57,1599,1656,233,1423,14064,20199,14825,17194,6791,,12672,7325,13333,
36005015300,"Census Tract 153, Bronx County, New York","Census Tract 153, Bronx County, New York",ny,140,0,ACSSF,3562,,,,,36,5,15300,14000US36005015300,,,233282,0,4029,4029,44731.54,0.090070688,1419,289,227,157,111,66,89,9,66,30,54,121,130,17,50,3,0,21521,21521,16603,34417,,,,20759,15921,17612,18313,35400,29423,39751,18407,24511,16398,20071,40275,10387,15333,43307,9607,28478,20804,21402,42083,50347,,31343,22351,27356,56087,48158,,21356,15469,16513,36250,52292,,21521,63646,17816,-0.720076674,1419,921,498,1419,886,533,1419,71,1348,1419,74,1345,1419,337,1082,1419,324,1095,1419,190,1229,1419,93,1326,1419,279,1140,13084,10243,14444,,,,13988,4811,11912,16937
36005022902,"Census Tract 229.02, Bronx County, New York","Census Tract 229.02, Bronx County, New York",ny,140,0,ACSSF,3630,,,,,36,5,22902,14000US36005022902,,,94057,0,3298,3298,90814.94,0.036315612,1042,204,122,78,119,115,25,83,77,19,62,6,123,0,9,0,0,24750,24750,40125,27865,,,,21716,,21389,,31471,22625,32802,19000,23395,15261,16144,21417,12147,14224,26610,9122,18460,15967,14702,19129,25978,29583,21422,20956,52813,16552,25257,,14844,12434,6892,19962,37829,27443,24750,79125,22424,-0.716600316,1042,831,211,1042,809,233,1042,65,977,1042,21,1021,1042,118,924,1042,95,947,1042,152,890,1042,35,1007,1042,218,824,10608,8538,12060,,,,9856,12406,9322,9830
36005017901,"Census Tract 179.01, Bronx County, New York","Census Tract 179.01, Bronx County, New York",ny,140,0,ACSSF,3581,,,,,36,5,17901,14000US36005017901,,,76720,0,4836,4836,163258.4,0.029621759,1651,355,220,243,132,131,35,24,10,58,193,91,124,35,0,0,0,20647,20647,52069,23670,,,,18285,90341,23013,,31711,24466,33424,12672,20060,13361,14935,20318,10933,10842,23924,8250,16691,14940,12807,23309,32413,61394,16436,15594,18286,20588,,,18448,11351,11793,30101,32384,,20647,66250,19157,-0.710837736,1651,1299,352,1651,1195,456,1651,328,1323,1651,13,1638,1651,254,1397,1651,281,1370,1651,284,1367,1651,46,1605,1651,115,1536,12031,18612,10638,,27418,,11429,16706,12439,
36005000200,"Census Tract 2, Bronx County, New York","Census Tract 2, Bronx County, New York",ny,140,0,ACSSF,3474,,,,,36,5,200,14000US36005000200,,,455322,926899,4858,4858,27633.55,0.175800815,1347,153,25,50,82,89,41,14,10,31,62,160,247,209,102,44,28,69514,69514,60795,86964,,47262,,60817,,62031,28625,72652,71853,75985,23333,32824,27262,33718,57188,15813,23896,31407,11168,31844,32625,27163,29575,52692,32467,42407,40486,25536,41111,80485,,29393,13750,27750,26843,46850,32171,69514,89375,25885,-0.710377622,1347,1109,238,1347,1086,261,1347,45,1302,1347,115,1232,1347,467,880,1347,109,1238,1347,21,1326,1347,237,1110,1347,123,1224,22665,22513,26550,19797,16091,,20648,15074,20649,37369
36005014900,"Census Tract 149, Bronx County, New York","Census Tract 149, Bronx County, New York",ny,140,0,ACSSF,3559,,,,,36,5,14900,14000US36005014900,,,155272,0,4138,4138,69023.2,0.059950857,1348,328,213,54,111,27,109,89,73,29,81,88,112,34,0,0,0,23491,23491,22344,27426,,,,15909,45500,21875,,32194,32800,38461,14000,20679,14455,16542,24669,12522,12332,35547,8988,21875,15461,20096,27406,36250,9125,23713,15987,19954,36083,36193,,19956,14333,20221,18542,40060,,23491,75735,22026,-0.709170133,1348,902,446,1348,872,476,1348,81,1267,1348,14,1334,1348,326,1022,1348,242,1106,1348,197,1151,1348,80,1268,1348,202,1146,12342,13326,16186,,,,8507,13667,10072,3340
36005039600,"Census Tract 396, Bronx County, New York","Census Tract 396, Bronx County, New York",ny,140,0,ACSSF,3759,,,,,36,5,39600,14000US36005039600,,,223225,0,3953,3953,45865.04,0.086187658,1281,191,186,114,102,112,53,47,46,42,70,79,88,92,16,10,33,28103,28103,36250,28315,,,,22944,,23589,,45596,33352,53001,13682,22410,21842,28588,35313,21250,18946,37459,12605,32823,21425,33233,23713,46061,80250,35556,21425,34828,43611,,57188,24684,26250,17379,22426,46061,80875,28103,70438,20509,-0.70883614,1281,903,378,1281,903,378,1281,35,1246,1281,19,1262,1281,406,875,1281,127,1154,1281,88,1193,1281,177,1104,1281,154,1127,16491,30502,18111,,,,9822,,12285,31619
36005040304,"Census Tract 403.04, Bronx County, New York","Census Tract 403.04, Bronx County, New York",ny,140,0,ACSSF,3767,,,,,36,5,40304,14000US36005040304,,,67353,0,3788,3788,145663.5,0.02600514,1112,173,64,109,49,39,110,38,42,49,156,61,38,66,112,6,0,37000,37000,30795,57708,,46167,,32500,,31646,50125,48482,41399,45798,20179,25947,21979,25239,26930,9764,16964,40637,5795,26115,25196,43163,17457,34417,46667,25980,25448,43021,18864,42188,,27065,23092,43558,13523,18516,46667,37000,113080,32946,-0.708648744,1112,910,202,1112,878,234,1112,125,987,1112,45,1067,1112,175,937,1112,165,947,1112,55,1057,1112,48,1064,1112,149,963,15331,10640,21495,,21505,,15380,20470,14634,13259
36005013300,"Census Tract 133, Bronx County, New York","Census Tract 133, Bronx County, New York",ny,140,0,ACSSF,3550,,,,,36,5,13300,14000US36005013300,,,161159,0,6512,6512,104654.4,0.06222384,2188,586,177,298,41,143,68,145,129,156,74,61,99,139,24,48,0,22012,22012,9598,21860,,,,19972,31944,18363,,36757,31225,42738,9887,16491,17055,18916,28262,10575,14253,26674,8992,24033,19015,21703,24829,43676,85750,26093,27284,21324,26250,46141,,20879,7247,21827,24754,31705,,22012,61343,17905,-0.708116656,2188,1376,812,2188,1303,885,2188,225,1963,2188,13,2175,2188,708,1480,2188,563,1625,2188,308,1880,2188,297,1891,2188,338,1850,13853,14254,13456,,,,13512,22627,13027,
36005021301,"Census Tract 213.01, Bronx County, New York","Census Tract 213.01, Bronx County, New York",ny,140,0,ACSSF,3607,,,,,36,5,21301,14000US36005021301,,,67076,0,1352,1352,52204.42,0.025898189,443,71,97,9,59,9,33,18,3,8,27,55,17,29,0,8,0,22734,22734,23750,13813,,,,32583,,24219,,38458,22656,39626,32583,32305,17859,19583,24632,9698,12531,32955,9446,22432,19777,24118,25625,26719,21167,26161,19353,40313,36042,,,13929,,13274,11750,,,22734,73854,21802,-0.704795949,443,348,95,443,297,146,443,67,376,443,33,410,443,85,358,443,49,394,443,74,369,443,67,376,443,13,430,13623,7534,10581,,,,14253,24863,14072,
36005032400,"Census Tract 324, Bronx County, New York","Census Tract 324, Bronx County, New York",ny,140,0,ACSSF,3702,,,,,36,5,32400,14000US36005032400,,,268373,0,2749,2749,26529.78,0.103619399,1227,176,147,155,65,136,30,35,29,36,105,133,141,0,0,31,8,28139,28139,18932,69063,,,,29375,14457,25863,21875,41029,31786,46049,16010,32310,15956,17167,47917,9484,14250,40929,10597,38042,17375,32361,41036,50721,60185,41750,25893,33981,53316,,,33500,13684,19583,25433,50409,60370,28139,85870,25506,-0.702969605,1227,864,363,1227,864,363,1227,58,1169,1227,74,1153,1227,299,928,1227,213,1014,1227,48,1179,1227,162,1065,1227,112,1115,19198,17341,28716,,,,15198,14161,13956,23969
36005046202,"Census Tract 462.02, Bronx County, New York","Census Tract 462.02, Bronx County, New York",ny,140,0,ACSSF,3808,,,,,36,5,46202,14000US36005046202,,,946718,11011,8016,8016,21929.81,0.365529879,2416,361,113,253,263,91,139,138,157,46,127,107,191,107,194,113,16,32461,32461,41429,35865,,43654,,17283,49464,23696,,53210,42102,61354,18205,26265,22068,24272,41654,13036,19598,44808,9422,38459,15842,24467,41629,47535,78902,38212,17283,24732,44850,47944,43409,40173,11526,24038,34400,46696,83194,32461,80640,23995,-0.702442956,2416,1624,792,2416,1624,792,2416,52,2364,2416,206,2210,2416,574,1842,2416,251,2165,2416,189,2227,2416,354,2062,2416,318,2098,17318,16217,19659,,12944,,7263,47949,12742,2563
36005005001,"Census Tract 50.01, Bronx County, New York","Census Tract 50.01, Bronx County, New York",ny,140,0,ACSSF,3498,,,,,36,5,5001,14000US36005005001,,,97889,0,4782,4782,126524.1,0.037795156,1432,275,145,106,109,77,111,54,142,0,136,51,110,54,35,27,0,30106,30106,79531,34853,,,,26168,30926,26658,,40341,32076,40517,16686,21185,16865,20417,26915,10955,14557,32260,9106,24537,23082,25953,21905,41167,,24175,24076,27404,16176,,,25130,16875,23370,24625,41917,,30106,90625,27028,-0.70176,1432,1035,397,1432,1009,423,1432,36,1396,1432,39,1393,1432,240,1192,1432,196,1236,1432,159,1273,1432,138,1294,1432,245,1187,13755,20604,15535,,,,10950,9765,11719,
